"Sample","q","Asymptote","OptDepth_0.5","OptDiversity_0.5","OptCov_0.5","OptDepth_0.1","OptDiversity_0.1","OptCov_0.1","OptDepth_0.05","OptDiversity_0.05","OptCov_0.05","OptDepth_0.01","OptDiversity_0.01","OptCov_0.01"
"Flower_eDNA","0.0","2074.22194100116","990.269999999244","1840.10939022547","0.887132352547244","1718.00999999858","2020.87117644665","0.974279143663498","2033.0199999983","2043.58805388011","0.985231143053926","2774.96000001415","2061.96153191316","0.994089152734503"
"Bee_Bimpatiens_hv3_1","0.0","101.905469907286","36.0200000000014","82.3791002819247","0.808387423725866","83.1700000000056","92.9980843311816","0.91259168340808","118.990000000024","95.5267045473937","0.937405073881749","275.909999999894","99.0184818288841","0.971669939984297"
"Bee_Bimpatiens_hv4_1","0.0","68.7435866969842","27.7400000000015","55.4112747515889","0.806057370789177","60.1999999999966","62.9034060864061","0.915043993320844","82.9700000000055","64.5111509618203","0.938431555021706","186.339999999976","66.7940136016325","0.971639927605972"
"Bee_Bimpatiens_hv4_2","0.0","86.0460695173688","24.6700000000011","81.5779127915038","0.948072506380281","38.200000000001","84.9207045289156","0.986921366719417","44.2899999999998","85.35864458296","0.992010966471048","60.2599999999966","85.7432057926971","0.996480214304146"
"Bee_Amellifera_hv13_1","0.0","3612.82633702296","1417.59999999886","3334.97274353964","0.923092457936331","2309.16000000398","3556.54002446921","0.984420421215116","2693.32000001237","3584.25021561382","0.992090369493737","3586.54000003187","3606.44198243669","0.998232864247901"
"Bee_Amellifera_hv13_2","0.0","180.374276602933","62.929999999996","148.384110501286","0.822645630496034","154.040000000005","169.720327980668","0.940934212888249","205.139999999958","173.375433819517","0.961198221191913","370.899999999808","177.200405568691","0.982403970821021"
"Bee_Amellifera_hv15_1","0.0","96.6868525598033","30.690000000002","82.6600806174192","0.854925757008087","63.6299999999959","90.1398658743084","0.932286691394309","89.2100000000087","91.9400582646621","0.950905483326131","206.409999999957","94.5441883100245","0.977839135383443"
"Bee_Amellifera_wild_1","0.0","193.229097347789","42.4900000000001","173.342659364935","0.897083626349189","89.3800000000088","183.675652001141","0.950558971305169","128.330000000028","186.422045848265","0.964772119763763","296.589999999875","190.182130160359","0.984231323184492"
"Flower_eDNA","1.0","5.64136428949771","0.06","5.63839974840464","0.999474499262778","0.08","5.641125059712","0.99995759362923","0.08","5.641125059712","0.99995759362923","0.09","5.64129633094214","0.999987953524701"
"Bee_Bimpatiens_hv3_1","1.0","18.5644138535966","3.95999999999996","10.2954323894295","0.554578909445874","10.1799999999998","11.658963678043","0.628027567688824","16.2299999999997","12.0802574267182","0.650721187428054","58.4899999999969","12.9424218634647","0.697162968113709"
"Bee_Bimpatiens_hv4_1","1.0","11.849512071558","4.03999999999996","9.18372438839229","0.775029750839758","11.0599999999998","10.7538988806198","0.907539383535637","16.1399999999997","11.1137594468943","0.937908614277065","34.8500000000016","11.543738721886","0.97419527928024"
"Bee_Bimpatiens_hv4_2","1.0","12.6861972946095","4.47999999999995","9.95994616998437","0.785100999037467","11.5699999999998","11.5644075326448","0.911573993694595","16.5099999999998","11.9143147996841","0.939155723578934","35.5500000000015","12.3467166743367","0.973240159175433"
"Bee_Amellifera_hv13_1","1.0","6.79097126260576","0.11","6.58626457648048","0.969856051776792","0.3","6.62427755792962","0.975453628320586","0.54","6.6405015102168","0.977842675727768","2.19","6.67590412311858","0.983055864170595"
"Bee_Amellifera_hv13_2","1.0","16.0210235930572","7.40999999999989","14.4335160256162","0.900910977490294","12.4599999999998","15.6731076430221","0.978283787673477","14.7199999999997","15.8355796326125","0.988424961778032","20.1600000000004","15.969493622114","0.996783603079798"
"Bee_Amellifera_hv15_1","1.0","11.9580818397269","2.79999999999998","10.246658710067","0.856881467061528","6.6499999999999","11.1346647595262","0.93114137440796","9.17999999999985","11.3138337176334","0.946124459530529","22.0400000000006","11.5867344912589","0.96894591010121"
"Bee_Amellifera_wild_1","1.0","14.7520168133167","1.81","13.3486348326248","0.904868466566209","4.93999999999994","14.0299166892883","0.951050752370582","7.67999999999988","14.2221503408854","0.964081760539145","21.7200000000006","14.5265150278521","0.984713833483363"
"Flower_eDNA","2.0","3.65023097567121","0.05","3.6466573682188","0.999020991417743","0.07","3.65000740159511","0.999938750704385","0.07","3.65000740159511","0.999938750704385","0.08","3.65017505417991","0.999984680012944"
"Bee_Bimpatiens_hv3_1","2.0","9.85558655632259","0.25","6.96498594951465","0.70670435592151","1.25","7.16304619058894","0.726800596763435","2.52999999999999","7.25153868314093","0.735779513649434","12.9899999999998","7.46099872451934","0.757032438595238"
"Bee_Bimpatiens_hv4_1","2.0","8.38507360267202","3.42999999999997","5.98899177540422","0.71424438939877","9.64999999999984","7.38504894543567","0.88073752186055","14.0899999999997","7.69937941312537","0.91822442806845","31.4400000000021","8.09327470077973","0.9652001979089"
"Bee_Bimpatiens_hv4_2","2.0","7.09950697093897","3.01999999999998","5.24657208404359","0.73900513169715","7.74999999999988","6.3260959226811","0.891061301661687","10.9199999999998","6.55070311845703","0.922698314864904","24.320000000001","6.84780098939346","0.964545991351816"
"Bee_Amellifera_hv13_1","2.0","4.39393403922748","0.07","4.27427274758662","0.97276670733503","0.17","4.29376437809276","0.977202738994158","0.27","4.3004286020437","0.978719426293386","1.5","4.32257517014273","0.983759685865176"
"Bee_Amellifera_hv13_2","2.0","10.9929806189935","6.19999999999991","9.8124191737613","0.892607702483127","9.96999999999983","10.727291436219","0.975831015082899","11.7699999999998","10.8565600019686","0.987590206718895","16.1599999999997","10.9647227043768","0.997429458342919"
"Bee_Amellifera_hv15_1","2.0","0","0.01","0","NaN","0.01","0","NaN","0.01","0","NaN","0.01","0","NaN"
"Bee_Amellifera_wild_1","2.0","9.88722327815407","1.02","9.30670183257039","0.941285694754528","2.41999999999999","9.61433239773922","0.972399644193552","3.50999999999997","9.69087199960899","0.980140907813935","8.37999999999987","9.79820817596342","0.990996956406625"
